source_id,Input ID,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons,_passed,_ra,_dec
2.2795522473818496e+18,SSTSL2 J223749.58+750406.4,4739,4.15,193.2,1.13,PASSED,All filters passed,True,339.45661372632003,75.06846628885648
1.632274532427332e+17,SSTSL2 J041319.96+281023.5,5242,4.67,161.4,1.06,PASSED,All filters passed,True,63.333251839356954,28.172959234373355
1.644807934188828e+17,SSTSL2 J041743.94+280557.1,4079,4.66,126.4,1.02,PASSED,All filters passed,True,64.43314125427845,28.099173872134777
1.5114921063577805e+17,SSTSL2 J043219.18+262802.3,4534,4.52,123.4,1.08,PASSED,All filters passed,True,68.07986992635716,26.46726951193044
1.5131561914419418e+17,SSTSL2 J042901.24+261544.6,5070,4.63,153.9,1.00,PASSED,All filters passed,True,67.25636454922353,26.26368437677815
1.4759889188546688e+17,SSTSL2 J043541.34+240131.0,5285,4.64,107.6,1.02,PASSED,All filters passed,True,68.92230271522764,24.025259984413438
3.131328718417227e+18,SSTSL2 J063150.43+045150.2,4627,4.27,5.8,1.05,PASSED,All filters passed,True,97.96012083213374,4.863939946872627
2.061471056690089e+18,SSTSL2 J201820.03+391927.3,4338,4.50,1.0,1.02,FAILED,Parallax SNR=1.0 (need >5),False,304.5860238116792,39.32867960969315
1.4811562369504486e+17,SSTSL2 J044157.15+252005.6,4416,4.12,5.7,1.01,PASSED,All filters passed,True,70.48823955349256,25.334864046653458
1.8260020860411203e+18,SSTSL2 J193717.58+203558.8,4753,4.27,5.7,0.98,PASSED,All filters passed,True,294.3232249845989,20.599657197171254
2.0662367480943311e+18,SSTSL2 J204704.62+420710.6,4703,4.27,5.7,1.02,PASSED,All filters passed,True,311.76921989038846,42.11961276748942
3.020047661963871e+18,SSTSL2 J060625.80-054901.9,5657,4.65,3.9,1.04,FAILED,Teff=5657K (need 3900-5300); Parallax SNR=3.9 (need >5),False,91.60675208772675,-5.81351587046235
2.4887281798761426e+18,SSTSL2 J022708.95-051406.9,4067,4.40,6.0,1.18,PASSED,All filters passed,True,36.787398169010686,-5.235312898992589
5.787542687054211e+18,SSTSL2 J122248.29-791046.1,4960,4.18,6.5,1.01,PASSED,All filters passed,True,185.7020160351343,-79.17941174233042
1.6377214357014723e+18,SSTSL2 J174106.97+685421.3,4118,4.74,6.5,0.97,PASSED,All filters passed,True,265.27916341045454,68.9058009952198
3.807559632573198e+17,SSTSL2 J003718.44+402119.8,4518,4.82,6.5,1.06,PASSED,All filters passed,True,9.326915631440682,40.35539003459971
4.3233988499545533e+18,SSTSL2 J192850.05+184858.2,4869,4.17,5.6,0.94,PASSED,All filters passed,True,292.2094528034371,18.81143515206121
5.787240076540478e+18,SSTSL2 J122108.91-801543.0,4906,4.35,7.5,1.07,PASSED,All filters passed,True,185.31158606247885,-80.26212285755507
1.5692013485419584e+17,SSTSL2 J045520.35+303234.1,4545,4.81,6.4,1.03,PASSED,All filters passed,True,73.83481004153445,30.54274932643883
5.46635056292246e+17,SSTSL2 J023126.87+724242.9,4238,4.62,6.7,1.13,PASSED,All filters passed,True,37.86193037278458,72.71200021722409
2.0084685832724234e+18,SSTSL2 J224406.28+590750.4,4946,4.71,6.7,0.99,PASSED,All filters passed,True,341.0263357658139,59.130688988970235
2.068429002482688e+18,SSTSL2 J202404.76+411928.5,4699,4.17,6.6,0.95,PASSED,All filters passed,True,306.0198879888039,41.32453757442578
2.0152441175190723e+18,SSTSL2 J231240.98+622212.0,5227,4.33,27.6,1.04,PASSED,All filters passed,True,348.17096688830475,62.36999389157922
2.01472617882166e+18,SSTSL2 J230344.68+612817.9,4923,4.20,27.0,1.05,PASSED,All filters passed,True,345.93625859266643,61.471635719440656
2.0667876764394796e+18,SSTSL2 J205137.93+432304.6,5182,4.15,26.9,0.99,PASSED,All filters passed,True,312.90811908493214,43.384615240992744
3.341066466992616e+18,SSTSL2 J053040.95+124416.2,3894,4.87,0.7,0.98,FAILED,Teff=3894K (need 3900-5300); Parallax SNR=0.7 (need >5),False,82.67539841829262,12.73878171315703
