source_id,Input ID,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons,_passed,_ra,_dec
4.2719891565484093e+18,SSTSL2 J183221.07-011528.4,4548,4.09,5.0,0.87,PASSED,All filters passed,True,278.0877811903528,-1.2579266236586197
2.2795522473818496e+18,SSTSL2 J223749.58+750406.4,4739,4.15,193.2,1.13,PASSED,All filters passed,True,339.45661372632003,75.06846628885648
1.644807934188828e+17,SSTSL2 J041743.94+280557.1,4079,4.66,126.4,1.02,PASSED,All filters passed,True,64.43314125427845,28.099173872134777
1.5114921063577805e+17,SSTSL2 J043219.18+262802.3,4534,4.52,123.4,1.08,PASSED,All filters passed,True,68.07986992635716,26.46726951193044
1.513156191441938e+17,SSTSL2 J042901.24+261544.6,5438,4.60,4.2,1.01,FAILED,Teff=5438K (need 3900-5300); Parallax SNR=4.2 (need >5),False,67.25788626985351,26.26614546562729
5.056939475503006e+18,SSTSL2 J032710.83-290601.0,4584,4.48,110.3,1.06,PASSED,All filters passed,True,51.79501213071295,-29.10031876785765
1.4759889188546688e+17,SSTSL2 J043541.34+240131.0,5285,4.64,107.6,1.02,PASSED,All filters passed,True,68.92230271522764,24.025259984413438
3.131328718417227e+18,SSTSL2 J063150.43+045150.2,4704,4.80,4.0,0.94,FAILED,Parallax SNR=4.0 (need >5),False,97.9563238729438,4.86668412176607
1.4811562369504486e+17,SSTSL2 J044157.15+252005.6,4416,4.12,5.7,1.01,PASSED,All filters passed,True,70.48823955349256,25.334864046653458
2.0662367480943311e+18,SSTSL2 J204704.62+420710.6,4703,4.27,5.7,1.02,PASSED,All filters passed,True,311.76921989038846,42.11961276748942
3.020047661963871e+18,SSTSL2 J060625.80-054901.9,5657,4.65,3.9,1.04,FAILED,Teff=5657K (need 3900-5300); Parallax SNR=3.9 (need >5),False,91.60675208772675,-5.81351587046235
