source_id,Input ID,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons,_passed,_ra,_dec
4.2719891565484093e+18,SSTSL2 J183221.07-011528.4,4548,4.09,5.0,0.87,PASSED,All filters passed,True,278.0877811903528,-1.2579266236586197
2.2795522473818496e+18,SSTSL2 J223749.58+750406.4,4739,4.15,193.2,1.13,PASSED,All filters passed,True,339.45661372632003,75.06846628885648
1.632274532427332e+17,SSTSL2 J041319.96+281023.5,5242,4.67,161.4,1.06,PASSED,All filters passed,True,63.333251839356954,28.172959234373355
1.644807934188828e+17,SSTSL2 J041743.94+280557.1,4079,4.66,126.4,1.02,PASSED,All filters passed,True,64.43314125427845,28.099173872134777
1.5114921063577805e+17,SSTSL2 J043219.18+262802.3,4534,4.52,123.4,1.08,PASSED,All filters passed,True,68.07986992635716,26.46726951193044
1.5131561914419418e+17,SSTSL2 J042901.24+261544.6,5070,4.63,153.9,1.00,PASSED,All filters passed,True,67.25636454922353,26.26368437677815
1.4759889188546688e+17,SSTSL2 J043541.34+240131.0,5285,4.64,107.6,1.02,PASSED,All filters passed,True,68.92230271522764,24.025259984413438
3.131328718417227e+18,SSTSL2 J063150.43+045150.2,4704,4.80,4.0,0.94,FAILED,Parallax SNR=4.0 (need >5),False,97.9563238729438,4.86668412176607
2.0612380589985224e+18,SSTSL2 J202253.58+391446.4,4506,4.21,5.7,1.03,PASSED,All filters passed,True,305.7232189026841,39.24621101096566
4.648585697413285e+17,SSTSL2 J025134.27+603546.9,4094,4.56,-0.1,0.99,FAILED,Parallax SNR=-0.1 (need >5),False,42.9004773819438,60.59500720632427
3.020047661963871e+18,SSTSL2 J060625.80-054901.9,5657,4.65,3.9,1.04,FAILED,Teff=5657K (need 3900-5300); Parallax SNR=3.9 (need >5),False,91.60675208772675,-5.81351587046235
1.646886655393783e+17,SSTSL2 J041503.98+282423.1,4860,4.72,6.1,1.08,PASSED,All filters passed,True,63.76664944725491,28.406390905444365
2.4887281798761426e+18,SSTSL2 J022708.95-051406.9,4067,4.40,6.0,1.18,PASSED,All filters passed,True,36.787398169010686,-5.235312898992589
5.787542687054211e+18,SSTSL2 J122248.29-791046.1,4960,4.18,6.5,1.01,PASSED,All filters passed,True,185.7020160351343,-79.17941174233042
1.6377214357014723e+18,SSTSL2 J174106.97+685421.3,4118,4.74,6.5,0.97,PASSED,All filters passed,True,265.27916341045454,68.9058009952198
3.807559632573198e+17,SSTSL2 J003718.44+402119.8,4518,4.82,6.5,1.06,PASSED,All filters passed,True,9.326915631440682,40.35539003459971
