source_id,Input ID,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons,_passed,_ra,_dec
4.2719891565484104e+18,SSTSL2 J183221.07-011528.4,4669,2.71,0.0,1.16,FAILED,logg=2.71 (need >=4.0); Parallax SNR=0.0 (need >5),False,278.08503389764525,-1.2587703281392624
6.014690931678668e+18,SSTSL2 J154503.74-342820.5,4880,4.58,225.9,1.02,PASSED,All filters passed,True,236.2654575688708,-34.47241937747922
2.2795522473818496e+18,SSTSL2 J223749.58+750406.4,4739,4.15,193.2,1.13,PASSED,All filters passed,True,339.45661372632003,75.06846628885648
1.632274532427332e+17,SSTSL2 J041319.96+281023.5,5242,4.67,161.4,1.06,PASSED,All filters passed,True,63.333251839356954,28.172959234373355
1.644807934188828e+17,SSTSL2 J041743.94+280557.1,4079,4.66,126.4,1.02,PASSED,All filters passed,True,64.43314125427845,28.099173872134777
1.5114921063577805e+17,SSTSL2 J043219.18+262802.3,4534,4.52,123.4,1.08,PASSED,All filters passed,True,68.07986992635716,26.46726951193044
1.5131561914419418e+17,SSTSL2 J042901.24+261544.6,5070,4.63,153.9,1.00,PASSED,All filters passed,True,67.25636454922353,26.26368437677815
5.056939475503006e+18,SSTSL2 J032710.83-290601.0,4584,4.48,110.3,1.06,PASSED,All filters passed,True,51.79501213071295,-29.10031876785765
1.4759889188546688e+17,SSTSL2 J043541.34+240131.0,5285,4.64,107.6,1.02,PASSED,All filters passed,True,68.92230271522764,24.025259984413438
3.020047661963871e+18,SSTSL2 J060625.80-054901.9,5657,4.65,3.9,1.04,FAILED,Teff=5657K (need 3900-5300); Parallax SNR=3.9 (need >5),False,91.60675208772675,-5.81351587046235
6.055251980056039e+18,SSTSL2 J124952.16-621734.3,9354,4.18,2.3,1.02,FAILED,Teff=9354K (need 3900-5300); Parallax SNR=2.3 (need >5),False,192.47768726177767,-62.29366566966886
2.4887281798761426e+18,SSTSL2 J022708.95-051406.9,4067,4.40,6.0,1.18,PASSED,All filters passed,True,36.787398169010686,-5.235312898992589
5.787542687054211e+18,SSTSL2 J122248.29-791046.1,4960,4.18,6.5,1.01,PASSED,All filters passed,True,185.7020160351343,-79.17941174233042
1.6377214357014723e+18,SSTSL2 J174106.97+685421.3,4118,4.74,6.5,0.97,PASSED,All filters passed,True,265.27916341045454,68.9058009952198
3.807559632573198e+17,SSTSL2 J003718.44+402119.8,4518,4.82,6.5,1.06,PASSED,All filters passed,True,9.326915631440682,40.35539003459971
5.787240076540477e+18,SSTSL2 J122108.91-801543.0,4147,4.74,6.4,0.99,PASSED,All filters passed,True,185.28792711297484,-80.2620733876483
1.5692013485419584e+17,SSTSL2 J045520.35+303234.1,4545,4.81,6.4,1.03,PASSED,All filters passed,True,73.83481004153445,30.54274932643883
4.1082633153005926e+18,SSTSL2 J171816.19-264310.6,3907,4.42,6.7,1.12,PASSED,All filters passed,True,259.56742716103406,-26.71965976515576
5.46635056292246e+17,SSTSL2 J023126.87+724242.9,4238,4.62,6.7,1.13,PASSED,All filters passed,True,37.86193037278458,72.71200021722409
5.338484610522727e+18,SSTSL2 J110352.24-595013.4,4770,4.89,1.9,1.00,FAILED,Parallax SNR=1.9 (need >5),False,165.9607749695455,-59.8344269876572
2.068429002482688e+18,SSTSL2 J202404.76+411928.5,4699,4.17,6.6,0.95,PASSED,All filters passed,True,306.0198879888039,41.32453757442578
5.884872276679697e+18,SSTSL2 J154651.67-543456.7,4137,4.80,6.6,1.00,PASSED,All filters passed,True,236.71544065105974,-54.58249636038637
2.0152441175190723e+18,SSTSL2 J231240.98+622212.0,5227,4.33,27.6,1.04,PASSED,All filters passed,True,348.17096688830475,62.36999389157922
3.341066466992616e+18,SSTSL2 J053040.95+124416.2,3894,4.87,0.7,0.98,FAILED,Teff=3894K (need 3900-5300); Parallax SNR=0.7 (need >5),False,82.67539841829262,12.73878171315703
1.4785850977251174e+17,SSTSL2 J043157.81+243610.7,4496,4.35,25.9,1.00,PASSED,All filters passed,True,67.9909642546025,24.602945997994926
2.2009130755258324e+18,SSTSL2 J223605.34+603159.5,4854,4.86,1.8,1.00,FAILED,Parallax SNR=1.8 (need >5),False,339.0287469566505,60.53366658662213
2.2073447761662653e+18,SSTSL2 J230259.59+621132.2,4867,4.16,25.5,0.96,PASSED,All filters passed,True,345.74843509678556,62.19229831791292
2.1631487724210816e+18,SSTSL2 J205122.78+443342.5,4757,4.17,28.7,0.98,PASSED,All filters passed,True,312.84503454566203,44.561831601666285
2.162903959280857e+18,SSTSL2 J205557.09+441535.7,6145,3.94,97.7,0.96,FAILED,Teff=6145K (need 3900-5300); logg=3.94 (need >=4.0),False,313.9917955877584,44.25719707244284
2.0639394559875773e+18,SSTSL2 J203357.43+381854.7,3506,4.87,17.7,0.99,FAILED,Teff=3506K (need 3900-5300),False,308.4911408809615,38.31186505256639
2.2795575001250847e+18,SSTSL2 J223623.99+751139.2,4591,4.43,31.0,1.01,PASSED,All filters passed,True,339.1003055897362,75.19432125868249
2.0683081635805102e+18,SSTSL2 J202041.51+404859.1,4596,4.18,30.5,0.99,PASSED,All filters passed,True,305.1728917183834,40.816411347461155
5.333289967821255e+18,SSTSL2 J114823.41-624452.8,4599,4.56,7.8,1.00,PASSED,All filters passed,True,177.108260178968,-62.747080401242
2.207374085023745e+18,SSTSL2 J231028.66+624042.6,3774,4.61,16.6,1.02,FAILED,Teff=3774K (need 3900-5300),False,347.6086938351426,62.67829872552118
2.2163817309606216e+18,SSTSL2 J215232.11+624330.3,4575,4.18,30.0,0.97,PASSED,All filters passed,True,328.1338109044221,62.72506911210849
2.015290606246355e+18,SSTSL2 J231221.59+622119.1,4655,4.14,33.7,0.95,PASSED,All filters passed,True,348.0901336721111,62.3552925337778
3.018531091831202e+18,SSTSL2 J060601.34-061104.3,4970,4.15,33.5,1.03,PASSED,All filters passed,True,91.50556183205296,-6.184555827830826
3.0157291582474486e+18,SSTSL2 J054249.79-081210.2,4646,4.15,32.9,1.01,PASSED,All filters passed,True,85.7074768443671,-8.202857068617858
2.0612155576737142e+18,SSTSL2 J202424.37+385746.7,5286,4.12,32.6,1.06,PASSED,All filters passed,True,306.1015599002334,38.962998232106706
3.326606205461577e+18,SSTSL2 J063959.24+092724.5,4532,4.25,32.4,0.98,PASSED,All filters passed,True,99.99683103577998,9.456790855043868
2.28086385737769e+18,SSTSL2 J220346.17+763346.2,4053,4.63,20.3,1.22,PASSED,All filters passed,True,330.9429033370993,76.56289972784347
2.1622373116420188e+18,SSTSL2 J205906.72+441823.4,3983,4.23,3.5,1.00,FAILED,Parallax SNR=3.5 (need >5),False,314.7755278664207,44.3109589979884
2.063735775762434e+18,SSTSL2 J204127.01+393729.7,4907,4.25,20.0,0.99,PASSED,All filters passed,True,310.3625761361195,39.624971666005585
4.0537079191497155e+18,SSTSL2 J173936.78-333229.8,4712,3.34,0.5,1.08,FAILED,logg=3.34 (need >=4.0); Parallax SNR=0.5 (need >5),False,264.9019000584927,-33.538332873868626
