source_id,Input ID,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons,_passed,_ra,_dec
4.2719891565484093e+18,SSTSL2 J183221.07-011528.4,4548,4.09,5.0,0.87,PASSED,All filters passed,True,278.0877811903528,-1.2579266236586197
6.014690931678668e+18,SSTSL2 J154503.74-342820.5,4880,4.58,225.9,1.02,PASSED,All filters passed,True,236.2654575688708,-34.47241937747922
2.2795522473818496e+18,SSTSL2 J223749.58+750406.4,4739,4.15,193.2,1.13,PASSED,All filters passed,True,339.45661372632003,75.06846628885648
1.644807934188828e+17,SSTSL2 J041743.94+280557.1,4079,4.66,126.4,1.02,PASSED,All filters passed,True,64.43314125427845,28.099173872134777
1.5114921063577805e+17,SSTSL2 J043219.18+262802.3,4534,4.52,123.4,1.08,PASSED,All filters passed,True,68.07986992635716,26.46726951193044
1.5131561914419456e+17,SSTSL2 J042901.24+261544.6,4450,4.61,110.9,0.99,PASSED,All filters passed,True,67.25513322390687,26.262403326490357
5.056939475503006e+18,SSTSL2 J032710.83-290601.0,4584,4.48,110.3,1.06,PASSED,All filters passed,True,51.79501213071295,-29.10031876785765
1.4759889188546688e+17,SSTSL2 J043541.34+240131.0,5285,4.64,107.6,1.02,PASSED,All filters passed,True,68.92230271522764,24.025259984413438
2.0662367480943311e+18,SSTSL2 J204704.62+420710.6,4703,4.27,5.7,1.02,PASSED,All filters passed,True,311.76921989038846,42.11961276748942
3.020047661963871e+18,SSTSL2 J060625.80-054901.9,5657,4.65,3.9,1.04,FAILED,Teff=5657K (need 3900-5300); Parallax SNR=3.9 (need >5),False,91.60675208772675,-5.81351587046235
5.940555123220322e+18,SSTSL2 J162934.55-495813.9,4575,4.24,2.1,0.99,FAILED,Parallax SNR=2.1 (need >5),False,247.39391739176918,-49.96641337646936
1.646886655393783e+17,SSTSL2 J041503.98+282423.1,4860,4.72,6.1,1.08,PASSED,All filters passed,True,63.76664944725491,28.406390905444365
2.4887281798761426e+18,SSTSL2 J022708.95-051406.9,4067,4.40,6.0,1.18,PASSED,All filters passed,True,36.787398169010686,-5.235312898992589
5.787542682757132e+18,SSTSL2 J122248.29-791046.1,5128,4.80,2.1,1.04,FAILED,Parallax SNR=2.1 (need >5),False,185.69146062227276,-79.17789219500011
1.6377214357014723e+18,SSTSL2 J174106.97+685421.3,4118,4.74,6.5,0.97,PASSED,All filters passed,True,265.27916341045454,68.9058009952198
3.807559632573198e+17,SSTSL2 J003718.44+402119.8,4518,4.82,6.5,1.06,PASSED,All filters passed,True,9.326915631440682,40.35539003459971
1.5692013485419584e+17,SSTSL2 J045520.35+303234.1,4545,4.81,6.4,1.03,PASSED,All filters passed,True,73.83481004153445,30.54274932643883
5.865413841447108e+18,SSTSL2 J134443.02-625304.9,4911,4.39,6.7,1.03,PASSED,All filters passed,True,206.17913429740304,-62.8849382390922
5.46635056292246e+17,SSTSL2 J023126.87+724242.9,4238,4.62,6.7,1.13,PASSED,All filters passed,True,37.86193037278458,72.71200021722409
2.068429002482688e+18,SSTSL2 J202404.76+411928.5,4699,4.17,6.6,0.95,PASSED,All filters passed,True,306.0198879888039,41.32453757442578
3.021007398175111e+18,SSTSL2 J060705.59-045305.7,5138,4.77,6.6,1.31,PASSED,All filters passed,True,91.77325709399311,-4.884926068404037
2.0152441175190723e+18,SSTSL2 J231240.98+622212.0,5227,4.33,27.6,1.04,PASSED,All filters passed,True,348.17096688830475,62.36999389157922
3.341066466992616e+18,SSTSL2 J053040.95+124416.2,3894,4.87,0.7,0.98,FAILED,Teff=3894K (need 3900-5300); Parallax SNR=0.7 (need >5),False,82.67539841829262,12.73878171315703
1.4785850977251174e+17,SSTSL2 J043157.81+243610.7,4496,4.35,25.9,1.00,PASSED,All filters passed,True,67.9909642546025,24.602945997994926
2.2009130755258324e+18,SSTSL2 J223605.34+603159.5,4854,4.86,1.8,1.00,FAILED,Parallax SNR=1.8 (need >5),False,339.0287469566505,60.53366658662213
2.2073447761662653e+18,SSTSL2 J230259.59+621132.2,4867,4.16,25.5,0.96,PASSED,All filters passed,True,345.74843509678556,62.19229831791292
