source_id,Input ID,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons,_passed,_ra,_dec
4.2719891565484093e+18,SSTSL2 J183221.07-011528.4,4548,4.09,5.0,0.87,PASSED,All filters passed,True,278.0877811903528,-1.2579266236586197
6.014690931678668e+18,SSTSL2 J154503.74-342820.5,4880,4.58,225.9,1.02,PASSED,All filters passed,True,236.2654575688708,-34.47241937747922
2.2795522473818496e+18,SSTSL2 J223749.58+750406.4,4739,4.15,193.2,1.13,PASSED,All filters passed,True,339.45661372632003,75.06846628885648
1.644807934188828e+17,SSTSL2 J041743.94+280557.1,4079,4.66,126.4,1.02,PASSED,All filters passed,True,64.43314125427845,28.099173872134777
1.5114921063577805e+17,SSTSL2 J043219.18+262802.3,4534,4.52,123.4,1.08,PASSED,All filters passed,True,68.07986992635716,26.46726951193044
1.513156191441938e+17,SSTSL2 J042901.24+261544.6,5438,4.60,4.2,1.01,FAILED,Teff=5438K (need 3900-5300); Parallax SNR=4.2 (need >5),False,67.25788626985351,26.26614546562729
5.056939475503006e+18,SSTSL2 J032710.83-290601.0,4584,4.48,110.3,1.06,PASSED,All filters passed,True,51.79501213071295,-29.10031876785765
1.4759889188546688e+17,SSTSL2 J043541.34+240131.0,5285,4.64,107.6,1.02,PASSED,All filters passed,True,68.92230271522764,24.025259984413438
2.0612380589985224e+18,SSTSL2 J202253.58+391446.4,4506,4.21,5.7,1.03,PASSED,All filters passed,True,305.7232189026841,39.24621101096566
1.8260020860411203e+18,SSTSL2 J193717.58+203558.8,4753,4.27,5.7,0.98,PASSED,All filters passed,True,294.3232249845989,20.599657197171254
3.020047661963871e+18,SSTSL2 J060625.80-054901.9,5657,4.65,3.9,1.04,FAILED,Teff=5657K (need 3900-5300); Parallax SNR=3.9 (need >5),False,91.60675208772675,-5.81351587046235
2.4887281798761426e+18,SSTSL2 J022708.95-051406.9,4067,4.40,6.0,1.18,PASSED,All filters passed,True,36.787398169010686,-5.235312898992589
5.787542682757132e+18,SSTSL2 J122248.29-791046.1,5128,4.80,2.1,1.04,FAILED,Parallax SNR=2.1 (need >5),False,185.69146062227276,-79.17789219500011
1.6377214357014723e+18,SSTSL2 J174106.97+685421.3,4118,4.74,6.5,0.97,PASSED,All filters passed,True,265.27916341045454,68.9058009952198
4.3233988499545533e+18,SSTSL2 J192850.05+184858.2,4869,4.17,5.6,0.94,PASSED,All filters passed,True,292.2094528034371,18.81143515206121
5.787240076540478e+18,SSTSL2 J122108.91-801543.0,4906,4.35,7.5,1.07,PASSED,All filters passed,True,185.31158606247885,-80.26212285755507
1.5692013485419584e+17,SSTSL2 J045520.35+303234.1,4545,4.81,6.4,1.03,PASSED,All filters passed,True,73.83481004153445,30.54274932643883
5.865413845764818e+18,SSTSL2 J134443.02-625304.9,5240,4.34,9.4,0.97,PASSED,All filters passed,True,206.18290043113387,-62.88821731672167
4.1082633153005926e+18,SSTSL2 J171816.19-264310.6,3907,4.42,6.7,1.12,PASSED,All filters passed,True,259.56742716103406,-26.71965976515576
5.46635056292246e+17,SSTSL2 J023126.87+724242.9,4238,4.62,6.7,1.13,PASSED,All filters passed,True,37.86193037278458,72.71200021722409
5.338484614852162e+18,SSTSL2 J110352.24-595013.4,4923,4.26,6.7,1.07,PASSED,All filters passed,True,165.96773388067916,-59.83706367046528
2.0152441175190723e+18,SSTSL2 J231240.98+622212.0,5227,4.33,27.6,1.04,PASSED,All filters passed,True,348.17096688830475,62.36999389157922
2.01472617882166e+18,SSTSL2 J230344.68+612817.9,4923,4.20,27.0,1.05,PASSED,All filters passed,True,345.93625859266643,61.471635719440656
3.341066466992616e+18,SSTSL2 J053040.95+124416.2,3894,4.87,0.7,0.98,FAILED,Teff=3894K (need 3900-5300); Parallax SNR=0.7 (need >5),False,82.67539841829262,12.73878171315703
1.4785850977251174e+17,SSTSL2 J043157.81+243610.7,4496,4.35,25.9,1.00,PASSED,All filters passed,True,67.9909642546025,24.602945997994926
2.2009131442453233e+18,SSTSL2 J223605.34+603159.5,3884,4.82,2.1,1.08,FAILED,Teff=3884K (need 3900-5300); Parallax SNR=2.1 (need >5),False,339.0180686666796,60.53591569392969
2.2073447761662653e+18,SSTSL2 J230259.59+621132.2,4867,4.16,25.5,0.96,PASSED,All filters passed,True,345.74843509678556,62.19229831791292
3.0078027402677453e+18,SSTSL2 J061525.14-062537.5,4905,4.18,29.5,1.09,PASSED,All filters passed,True,93.85475492294906,-6.427128876070825
2.1631487724210816e+18,SSTSL2 J205122.78+443342.5,4757,4.17,28.7,0.98,PASSED,All filters passed,True,312.84503454566203,44.561831601666285
2.162903959280857e+18,SSTSL2 J205557.09+441535.7,6145,3.94,97.7,0.96,FAILED,Teff=6145K (need 3900-5300); logg=3.94 (need >=4.0),False,313.9917955877584,44.25719707244284
2.0639394559875773e+18,SSTSL2 J203357.43+381854.7,3506,4.87,17.7,0.99,FAILED,Teff=3506K (need 3900-5300),False,308.4911408809615,38.31186505256639
2.2795575044225526e+18,SSTSL2 J223623.99+751139.2,4516,4.24,3.8,1.04,FAILED,Parallax SNR=3.8 (need >5),False,339.095876114348,75.19677794974801
2.207374085023745e+18,SSTSL2 J231028.66+624042.6,3774,4.61,16.6,1.02,FAILED,Teff=3774K (need 3900-5300),False,347.6086938351426,62.67829872552118
2.2163817309606216e+18,SSTSL2 J215232.11+624330.3,4575,4.18,30.0,0.97,PASSED,All filters passed,True,328.1338109044221,62.72506911210849
3.018531091831202e+18,SSTSL2 J060601.34-061104.3,4970,4.15,33.5,1.03,PASSED,All filters passed,True,91.50556183205296,-6.184555827830826
3.0157291582474486e+18,SSTSL2 J054249.79-081210.2,4646,4.15,32.9,1.01,PASSED,All filters passed,True,85.7074768443671,-8.202857068617858
2.0612155576737142e+18,SSTSL2 J202424.37+385746.7,5286,4.12,32.6,1.06,PASSED,All filters passed,True,306.1015599002334,38.962998232106706
4.2668913009457326e+18,SSTSL2 J185421.09+005240.0,3842,4.10,1.4,0.93,FAILED,Teff=3842K (need 3900-5300); Parallax SNR=1.4 (need >5),False,283.58740797441374,0.880492695595833
3.326606205461577e+18,SSTSL2 J063959.24+092724.5,4532,4.25,32.4,0.98,PASSED,All filters passed,True,99.99683103577998,9.456790855043868
4.270675923046648e+18,SSTSL2 J181626.06-023237.5,4166,4.66,31.7,1.01,PASSED,All filters passed,True,274.10857505052735,-2.5437813188604155
2.28086385737769e+18,SSTSL2 J220346.17+763346.2,4053,4.63,20.3,1.22,PASSED,All filters passed,True,330.9429033370993,76.56289972784347
2.063735775762434e+18,SSTSL2 J204127.01+393729.7,4907,4.25,20.0,0.99,PASSED,All filters passed,True,310.3625761361195,39.624971666005585
4.0537079191497155e+18,SSTSL2 J173936.78-333229.8,4712,3.34,0.5,1.08,FAILED,logg=3.34 (need >=4.0); Parallax SNR=0.5 (need >5),False,264.9019000584927,-33.538332873868626
